Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
3,0.01,0.3,0.0,500,1000,3,0,4,0.0,0.0,0.0,0.0,,0.2727024815925825,0.2727024815925825,4,3
3,0.01,0.3,0.0,100000,0,346,10,1,0.028089887640449437,0.9090909090909091,0.9090909090909091,0.05449591280653951,97.0,0.15727265578515645,0.16181810826449625,11,356
3,0.01,0.3,0.0,100000,1000,321,0,10,0.0,0.0,0.0,0.0,,0.14590902458680702,0.14590902458680702,10,321
3,0.01,0.3,0.1,500,0,1,10,2,0.9090909090909091,0.8333333333333334,0.8181818181818182,0.8695652173913043,74.55555555555556,0.09088430428065072,0.999727347087158,11,11
3,0.01,0.3,0.1,500,1000,4,0,4,0.0,0.0,0.0,0.0,,0.3635372171226029,0.3635372171226029,4,4
3,0.01,0.3,0.1,100000,0,383,10,1,0.02544529262086514,0.9090909090909091,0.9090909090909091,0.0495049504950495,84.9,0.1740906716945386,0.1786361200416545,11,393
3,0.01,0.3,0.1,100000,1000,378,0,10,0.0,0.0,0.0,0.0,,0.17181794752098065,0.17181794752098065,10,378
3,0.2,0.05,0.0,500,0,0,1,10,1.0,0.09090909090909091,0.09090909090909091,0.16666666666666669,72.0,0.0,0.0909008271975275,11,1
3,0.2,0.05,0.0,500,1000,2,0,4,0.0,0.0,0.0,0.0,,0.181801654395055,0.181801654395055,4,2
3,0.2,0.05,0.0,100000,0,273,3,8,0.010869565217391304,0.2727272727272727,0.2727272727272727,0.020905923344947737,226.33333333333334,0.12409085268597604,0.125454488429778,11,276
3,0.2,0.05,0.0,100000,1000,247,1,9,0.004032258064516129,0.1,0.1,0.007751937984496124,477.0,0.11227267623969261,0.1127272214876266,10,248
3,0.2,0.05,0.1,500,0,0,1,10,1.0,0.09090909090909091,0.09090909090909091,0.16666666666666669,439.0,0.0,0.09088430428065072,11,1
3,0.2,0.05,0.1,500,1000,3,0,4,0.0,0.0,0.0,0.0,,0.2726529128419522,0.2726529128419522,4,3
3,0.2,0.05,0.1,100000,0,292,5,6,0.016835016835016835,0.45454545454545453,0.45454545454545453,0.03246753246753247,276.8,0.132727091735784,0.13499981590934196,11,297
3,0.2,0.05,0.1,100000,1000,268,0,10,0.0,0.0,0.0,0.0,,0.12181801570270587,0.12181801570270587,10,268
3,0.2,0.3,0.0,500,0,0,10,1,1.0,0.9090909090909091,0.9090909090909091,0.9523809523809523,47.6,0.0,0.909008271975275,11,10
3,0.2,0.3,0.0,500,1000,8,1,3,0.1111111111111111,0.25,0.25,0.15384615384615383,480.0,0.72720661758022,0.8181074447777476,4,9
3,0.2,0.3,0.0,100000,0,669,12,1,0.01762114537444934,0.9230769230769231,0.9090909090909091,0.0345821325648415,26.8,0.3040907708678314,0.3095453138430392,11,681
3,0.2,0.3,0.0,100000,1000,613,9,1,0.014469453376205787,0.9,0.9,0.028481012658227847,395.8888888888889,0.27863623698352863,0.28272714421493444,10,622
3,0.2,0.3,0.1,500,0,0,14,1,1.0,0.9333333333333333,0.9090909090909091,0.9655172413793104,31.3,0.0,1.27238025992911,11,14
3,0.2,0.3,0.1,500,1000,8,1,3,0.1111111111111111,0.25,0.25,0.15384615384615383,389.0,0.7270744342452058,0.8179587385258567,4,9
3,0.2,0.3,0.1,100000,0,700,11,1,0.015471167369901548,0.9166666666666666,0.9090909090909091,0.03042876901798064,29.0,0.3181813842981123,0.3231813774799398,11,711
3,0.2,0.3,0.1,100000,1000,648,6,4,0.009174311926605505,0.6,0.6,0.018072289156626505,439.0,0.2945450528931097,0.2972723219013792,10,654
4,0.01,0.05,0.0,500,0,0,0,11,0.0,0.0,0.0,0.0,,0.0,0.0,11,0
4,0.01,0.05,0.0,500,1000,0,0,4,0.0,0.0,0.0,0.0,,0.0,0.0,4,0
4,0.01,0.05,0.0,100000,0,0,0,11,0.0,0.0,0.0,0.0,,0.0,0.0,11,0
4,0.01,0.05,0.0,100000,1000,0,0,10,0.0,0.0,0.0,0.0,,0.0,0.0,10,0
4,0.01,0.05,0.1,500,0,0,0,11,0.0,0.0,0.0,0.0,,0.0,0.0,11,0
4,0.01,0.05,0.1,500,1000,0,0,4,0.0,0.0,0.0,0.0,,0.0,0.0,4,0
4,0.01,0.05,0.1,100000,0,0,0,11,0.0,0.0,0.0,0.0,,0.0,0.0,11,0
4,0.01,0.05,0.1,100000,1000,0,0,10,0.0,0.0,0.0,0.0,,0.0,0.0,10,0
4,0.01,0.3,0.0,500,0,0,10,1,1.0,0.9090909090909091,0.9090909090909091,0.9523809523809523,175.1,0.0,0.909008271975275,11,10
4,0.01,0.3,0.0,500,1000,4,0,4,0.0,0.0,0.0,0.0,,0.36360330879011,0.36360330879011,4,4
4,0.01,0.3,0.0,100000,0,368,11,1,0.029023746701846966,0.9166666666666666,0.9090909090909091,0.05626598465473146,103.7,0.16727265123970397,0.17227264896697775,11,379
4,0.01,0.3,0.0,100000,1000,348,0,10,0.0,0.0,0.0,0.0,,0.1581817462810244,0.1581817462810244,10,348
4,0.01,0.3,0.1,500,0,0,10,1,1.0,0.9090909090909091,0.9090909090909091,0.9523809523809523,155.0,0.0,0.9088430428065074,11,10
4,0.01,0.3,0.1,500,1000,4,0,4,0.0,0.0,0.0,0.0,,0.3635372171226029,0.3635372171226029,4,4
4,0.01,0.3,0.1,100000,0,356,10,1,0.0273224043715847,0.9090909090909091,0.9090909090909091,0.05305039787798408,211.7,0.1618179611573257,0.1663634095044416,11,366
4,0.01,0.3,0.1,100000,1000,325,0,10,0.0,0.0,0.0,0.0,,0.14772707128126644,0.14772707128126644,10,325
4,0.2,0.05,0.0,500,0,0,2,9,1.0,0.18181818181818182,0.18181818181818182,0.3076923076923077,359.5,0.0,0.181801654395055,11,2
4,0.2,0.05,0.0,500,1000,2,0,4,0.0,0.0,0.0,0.0,,0.181801654395055,0.181801654395055,4,2
4,0.2,0.05,0.0,100000,0,278,3,8,0.010676156583629894,0.2727272727272727,0.2727272727272727,0.02054794520547945,381.0,0.12636357892564595,0.1277272146694479,11,281
4,0.2,0.05,0.0,100000,1000,245,0,10,0.0,0.0,0.0,0.0,,0.11136358574382466,0.11136358574382466,10,245
